zip_code,State_Name,city,avarege_income
36611,Alabama,Chickasaw,38773
36048,Alabama,Louisville,37725
35051,Alabama,Columbiana,54606
36572,Alabama,Satsuma,63919
36528,Alabama,Dauphin Island,77948
35057,Alabama,Cullman,50715
36426,Alabama,East Brewton,33737
36020,Alabama,Coosada,46319
35621,Alabama,Eva,57994
35151,Alabama,Sylacauga,54807
35986,Alabama,Rainsville,47929
35901,Alabama,Gadsden,42251
36033,Alabama,Georgiana,27993
35136,Alabama,Rockford,31229
36744,Alabama,Greensboro,36439
35563,Alabama,Guin,56934
36344,Alabama,Hartford,41057
35080,Alabama,Helena,93682
35903,Alabama,Hokes Bluff,57202
36467,Alabama,Opp,49699
35954,Alabama,Attalla,51926
35576,Alabama,Millport,44572
35771,Alabama,Section,56029
36420,Alabama,Andalusia,51098
36455,Alabama,Lockhart,45465
36553,Alabama,Mcintosh,67392
36750,Alabama,Maplesville,43767
35064,Alabama,Fairfield,48074
36606,Alabama,Mobile,53330
35650,Alabama,Moulton,42079
35661,Alabama,Muscle Shoals,60729
36765,Alabama,Newbern,32466
35476,Alabama,Northport,62410
36801,Alabama,Opelika,55199
35477,Alabama,Panola,22603
36867,Alabama,Ozark,86605
36022,Alabama,Deatsville,63066
36067,Alabama,Prattville,53597
35582,Alabama,Red Bay,39220
36421,Alabama,Andalusia,39218
35049,Alabama,Cleveland,55127
36572,Alabama,Satsuma,59567
35143,Alabama,Shelby,63758
36877,Alabama,Smiths Station,57098
35581,Alabama,Phil Campbell,72297
35148,Alabama,Sumiton,51907
36078,Alabama,Tallassee,55849
36619,Alabama,Mobile,55230
35406,Alabama,Tuscaloosa,55815
36854,Alabama,Valley,49554
35178,Alabama,Vincent,0
36850,Alabama,Camp Hill,71026
35057,Alabama,Cullman,58314
36280,Alabama,Woodland,48217
36276,Alabama,Wadley,14741
35442,Alabama,Aliceville,28347
35120,Alabama,Odenville,242857
36830,Alabama,Auburn,59694
36509,Alabama,Bayou La Batre,50047
35022,Alabama,Bessemer,41239
35443,Alabama,Boligee,32777
35548,Alabama,Brilliant,33353
35040,Alabama,Calera,65576
35447,Alabama,Carrollton,41709
35004,Alabama,Moody,45862
35120,Alabama,Odenville,62222
35242,Alabama,Hoover,90262
35242,Alabama,Birmingham,92018
35043,Alabama,Chelsea,78399
35114,Alabama,Maylene,85122
36271,Alabama,Ohatchee,66000
35477,Alabama,Panola,34064
35160,Alabama,Talladega,38882
35150,Alabama,Sylacauga,40948
36853,Alabama,Dadeville,48421
35475,Alabama,Northport,77977
35404,Alabama,Holt,37965
35401,Alabama,Tuscaloosa,24931
35404,Alabama,Tuscaloosa,60252
35404,Alabama,Holt,53301
35578,Alabama,Nauvoo,40072
36863,Alabama,Lanett,35951
36558,Alabama,Millry,48623
35541,Alabama,Arley,49046
36067,Alabama,Prattville,58180
36025,Alabama,Elmore,41464
36051,Alabama,Marbury,59061
36562,Alabama,Perdido,55216
36507,Alabama,Bay Minette,36474
36526,Alabama,Daphne,107603
36551,Alabama,Loxley,50583
36567,Alabama,Robertsdale,69996
35045,Alabama,Clanton,56638
36532,Alabama,Fairhope,67864
36535,Alabama,Foley,71445
36547,Alabama,Gulf Shores,65583
36535,Alabama,Foley,49212
32506,Alabama,Pensacola,57395
36016,Alabama,Clayton,56947
36027,Alabama,Eufaula,43222
35034,Alabama,Brent,67555
35121,Alabama,Oneonta,34855
35049,Alabama,Cleveland,56385
36908,Alabama,Gilbertown,53998
35031,Alabama,Blountsville,47717
35079,Alabama,Hayden,58684
36089,Alabama,Union Springs,30765
36037,Alabama,Greenville,30564
36456,Alabama,Mckenzie,36333
36201,Alabama,Anniston,27581
36207,Alabama,Anniston,55336
36203,Alabama,Oxford,54371
36201,Alabama,Anniston,49509
36265,Alabama,Jacksonville,46650
36545,Alabama,Jackson,40352
36265,Alabama,Jacksonville,33803
36272,Alabama,Piedmont,35282
36250,Alabama,Alexandria,72487
36250,Alabama,Alexandria,0
36862,Alabama,Lafayette,45966
36863,Alabama,Lanett,38000
36854,Alabama,Valley,44019
35983,Alabama,Sand Rock,57239
36275,Alabama,Spring Garden,51542
35045,Alabama,Clanton,54388
36346,Alabama,Jack,47550
35085,Alabama,Jemison,40648
36091,Alabama,Verbena,67265
36904,Alabama,Butler,55952
36784,Alabama,Thomasville,40451
36567,Alabama,Robertsdale,64173
36451,Alabama,Grove Hill,50714
36545,Alabama,Jackson,40592
36251,Alabama,Ashland,44628
36264,Alabama,Heflin,31459
36346,Alabama,Jack,51782
36453,Alabama,Kinston,46792
36330,Alabama,Enterprise,88951
36330,Alabama,Enterprise,61449
35660,Alabama,Sheffield,51659
35674,Alabama,Tuscumbia,46357
35662,Alabama,Muscle Shoals,72532
35646,Alabama,Leighton,51460
35674,Alabama,Tuscumbia,44527
36432,Alabama,Castleberry,31633
35136,Alabama,Rockford,33042
36421,Alabama,Andalusia,53559
36421,Alabama,Andalusia,58835
35661,Alabama,Muscle Shoals,61868
36467,Alabama,Opp,46327
36467,Alabama,Opp,60141
36049,Alabama,Luverne,40683
35019,Alabama,Baileyton,61900
35179,Alabama,Vinemont,53673
35055,Alabama,Cullman,63213
35055,Alabama,Cullman,37893
35055,Alabama,Cullman,44858
35070,Alabama,Garden City,43726
36362,Alabama,Ft Rucker,68310
36401,Alabama,Evergreen,34206
36360,Alabama,Ozark,65625
36360,Alabama,Ozark,31645
36322,Alabama,Daleville,58239
36350,Alabama,Midland City,42703
36703,Alabama,Selma,65458
36701,Alabama,Selma,23614
36767,Alabama,Orrville,30567
36701,Alabama,Selma,26582
36986,Alabama,Rainsville,47226
35971,Alabama,Fyffe,41338
36421,Alabama,Andalusia,42170
35962,Alabama,Crossville,50821
35967,Alabama,Ft Payne,46422
35967,Alabama,Fort Payne,57662
36022,Alabama,Deatsville,55257
36024,Alabama,Eclectic,51818
36092,Alabama,Wetumpka,81059
36054,Alabama,Millbrook,57221
36426,Alabama,East Brewton,42831
36426,Alabama,Brewton,63662
36504,Alabama,Atmore,31072
36041,Alabama,Highland Home,51077
35901,Alabama,Gadsden,36536
35901,Alabama,Gadsden,65909
35904,Alabama,Gadsden,32898
35901,Alabama,Gadsden,42144
35904,Alabama,Gadsden,31929
35906,Alabama,Rainbow City,50735
35905,Alabama,Glencoe,55639
35954,Alabama,Attalla,59416
35903,Alabama,Gadsden,24359
35555,Alabama,Fayette,40956
35179,Alabama,Vinemont,52592
35546,Alabama,Berry,54116
35653,Alabama,Russellville,78787
35593,Alabama,Vina,37300
36477,Alabama,Samson,37651
36344,Alabama,Hartford,26922
36375,Alabama,Slocomb,53395
35443,Alabama,Boligee,24591
36744,Alabama,Greensboro,43686
39851,Alabama,Fort Gaines,47014
36352,Alabama,Newton,69416
35057,Alabama,Cullman,62728
36303,Alabama,Dothan,58553
36301,Alabama,Dothan,57312
36301,Alabama,Dothan,66532
36303,Alabama,Dothan,34057
36376,Alabama,Webb,49175
36312,Alabama,Ashford,54235
35979,Alabama,Higdon,77322
35772,Alabama,Stevenson,31235
35768,Alabama,Scottsboro,50287
35768,Alabama,Scottsboro,42148
36360,Alabama,Ozark,51326
35771,Alabama,Section,40859
35212,Alabama,Birmingham,38145
35212,Alabama,Birmingham,30222
35214,Alabama,Birmingham,18832
35204,Alabama,Birmingham,29489
35212,Alabama,Birmingham,29126
35212,Alabama,Birmingham,43931
35202,Alabama,Birmingham,25675
35204,Alabama,Birmingham,30849
35218,Alabama,Birmingham,68538
36701,Alabama,Selma,36740
35218,Alabama,Birmingham,33091
35208,Alabama,Birmingham,34319
35211,Alabama,Birmingham,30472
35204,Alabama,Birmingham,21753
35222,Alabama,Birmingham,51831
35205,Alabama,Birmingham,28327
35211,Alabama,Birmingham,28613
35213,Alabama,Birmingham,46565
35209,Alabama,Homewood,28720
35215,Alabama,Birmingham,45016
36701,Alabama,Selma,37361
35023,Alabama,Hueytown,52337
35020,Alabama,Bessemer,47506
35020,Alabama,Bessemer,21283
35064,Alabama,Fairfield,29768
36576,Alabama,Silverhill,53701
35209,Alabama,Homewood,142440
35213,Alabama,Mountain Brook,155368
35213,Alabama,Mountain Brook,128504
35217,Alabama,Tarrant,18813
35215,Alabama,Birmingham,66500
35173,Alabama,Trussville,70449
35967,Alabama,Ft Payne,45113
35173,Alabama,Trussville,80117
35220,Alabama,Birmingham,68096
35091,Alabama,Kimberly,80998
35117,Alabama,Mount Olive,74951
35071,Alabama,Gardendale,51319
35215,Alabama,Birmingham,46171
35214,Alabama,Birmingham,50662
35073,Alabama,Graysville,54763
35127,Alabama,Pleasant Grove,90511
35005,Alabama,Adamsville,53383
36024,Alabama,Eclectic,54558
35206,Alabama,Birmingham,40281
35243,Alabama,Vestavia Hills,95153
35216,Alabama,Vestavia Hills,79077
35243,Alabama,Birmingham,65070
35209,Alabama,Homewood,81011
35221,Alabama,Birmingham,31871
35064,Alabama,Fairfield,60913
35064,Alabama,Fairfield,52520
35023,Alabama,Bessemer,77131
35111,Alabama,Mccalla,90324
36066,Alabama,Prattville,54523
35020,Alabama,Bessemer,46829
35226,Alabama,Hoover,128915
35226,Alabama,Hoover,115904
35592,Alabama,Vernon,48082
35660,Alabama,Sheffield,19898
35630,Alabama,Florence,28404
35630,Alabama,Florence,45871
35630,Alabama,Florence,66925
35633,Alabama,Florence,58520
35634,Alabama,Florence,65375
35901,Alabama,Gadsden,34479
35645,Alabama,Killen,85950
35652,Alabama,Rogersville,53050
35672,Alabama,Town Creek,49453
35673,Alabama,Trinity,50558
35651,Alabama,Mt Hope,49474
36830,Alabama,Auburn,82357
36830,Alabama,Auburn,34498
36830,Alabama,Auburn,44489
36801,Alabama,Opelika,71907
36801,Alabama,Opelika,60292
35901,Alabama,Gadsden,40819
36874,Alabama,Salem,56743
36877,Alabama,Smiths Station,42186
35613,Alabama,Athens,84102
35620,Alabama,Elkmont,52624
35611,Alabama,Athens,43849
35613,Alabama,Athens,80593
35758,Alabama,Madison,101327
36032,Alabama,Fort Deposit,63560
36088,Alabama,Tuskegee Institute,50328
36075,Alabama,Shorter,43995
35905,Alabama,Glencoe,53767
35810,Alabama,Huntsville,47407
35810,Alabama,Huntsville,38058
35810,Alabama,Huntsville,57474
35811,Alabama,Huntsville,53441
35806,Alabama,Huntsville,49178
35801,Alabama,Huntsville,93252
35816,Alabama,Huntsville,23273
35805,Alabama,Huntsville,37494
35502,Alabama,Huntsville,77007
35803,Alabama,Huntsville,79876
35555,Alabama,Fayette,48781
35803,Alabama,Huntsville,83331
35761,Alabama,New Market,64802
35761,Alabama,New Market,56419
35758,Alabama,Madison,75746
35749,Alabama,Harvest,80729
35811,Alabama,Huntsville,58474
35758,Alabama,Madison,134609
35758,Alabama,Madison,79792
35763,Alabama,Owens Cross Roads,65716
36748,Alabama,Linden,32346
35582,Alabama,Red Bay,36970
36736,Alabama,Dixons Mills,48416
36748,Alabama,Linden,47449
35570,Alabama,Hamilton,50049
35563,Alabama,Guin,31017
35747,Alabama,Grant,55987
35175,Alabama,Union Grove,62677
35016,Alabama,Arab,58478
35976,Alabama,Guntersville,55796
35951,Alabama,Albertville,61634
35950,Alabama,Albertville,32765
35462,Alabama,Eutaw,30928
35957,Alabama,Boaz,77080
36617,Alabama,Mobile,23700
36617,Alabama,Mobile,40489
36604,Alabama,Mobile,46053
36605,Alabama,Mobile,36931
36605,Alabama,Mobile,38383
36605,Alabama,Mobile,50132
36606,Alabama,Mobile,70996
36606,Alabama,Mobile,42432
36693,Alabama,Mobile,57689
36310,Alabama,Abbeville,40518
36609,Alabama,Mobile,35468
36618,Alabama,Mobile,49698
36608,Alabama,Mobile,108483
36608,Alabama,Mobile,58556
36561,Alabama,Orange Beach,86000
36693,Alabama,Mobile,64660
36617,Alabama,Mobile,23955
36613,Alabama,Whistler,24218
36571,Alabama,Saraland,43803
36560,Alabama,Mount Vernon,48595
36587,Alabama,Wilmer,58182
36303,Alabama,Dothan,75861
36575,Alabama,Semmes,66912
36695,Alabama,Mobile,98744
36541,Alabama,Grand Bay,35313
36544,Alabama,Irvington,51099
36619,Alabama,Mobile,48721
36605,Alabama,Mobile,63538
36605,Alabama,Mobile,33457
36509,Alabama,Bayou La Batre,0
36461,Alabama,Monroeville,65025
36480,Alabama,Uriah,33553
36303,Alabama,Dothan,41374
36107,Alabama,Montgomery,32307
36109,Alabama,Montgmomery,52473
36108,Alabama,Montgomery,14023
36106,Alabama,Montgomery,51585
36109,Alabama,Montgomery,47899
36111,Alabama,Montgomery,43562
36105,Alabama,Montgomery,33530
36108,Alabama,Montgomery,24669
36109,Alabama,Montgomery,102838
36108,Alabama,Montgomery,48406
35766,Alabama,Princeton,45068
36116,Alabama,Montgomery,49593
36110,Alabama,Montgomery,69004
36109,Alabama,Montgomery,38679
36117,Alabama,Montgomery,135664
36117,Alabama,Montgomery,96002
36064,Alabama,Pike Road,99568
36116,Alabama,Montgomery,87238
36117,Alabama,Montgomery,86272
36043,Alabama,Hope Hull,48871
36108,Alabama,Montgomery,55287
35217,Alabama,Birmingham,31849
35601,Alabama,Decatur,65126
35601,Alabama,Decatur,44728
35603,Alabama,Decatur,50662
35601,Alabama,Decatur,45554
35640,Alabama,Hartselle,78301
35670,Alabama,Somerville,45167
35621,Alabama,Eva,48190
36756,Alabama,Marion,47317
35466,Alabama,Gordo,52298
35447,Alabama,Carrollton,26820
35206,Alabama,Birmingham,31502
36081,Alabama,Troy,55440
36081,Alabama,Troy,38677
36278,Alabama,Wedowee,44124
36274,Alabama,Roanoke,56777
36867,Alabama,Phenix City,26882
36870,Alabama,Phenix City,47470
36868,Alabama,Phenix City,30365
36868,Alabama,Phenix City,33523
35004,Alabama,Moody,63023
35128,Alabama,Pell City,65548
35204,Alabama,Birmingham,24534
35953,Alabama,Ashville,55128
35120,Alabama,Odenville,63437
35242,Alabama,Hoover,60199
35242,Alabama,Birmingham,133935
35242,Alabama,Hoover,114188
35124,Alabama,Pelham,61447
35007,Alabama,Alabaster,47515
35242,Alabama,Birmingham,124681
35114,Alabama,Maylene,64499
35115,Alabama,Montevallo,67471
35208,Alabama,Birmingham,27306
35007,Alabama,Alabaster,81035
35007,Alabama,Alabaster,114805
35186,Alabama,Wilsonville,67015
35477,Alabama,Panola,30720
36203,Alabama,Oxford,74941
35160,Alabama,Talladega,45623
35160,Alabama,Talladega,30518
35044,Alabama,Childersburg,20842
35150,Alabama,Sylacauga,56039
35150,Alabama,Sylacauga,42395
35204,Alabama,Birmingham,20724
35010,Alabama,Alexander City,40286
36853,Alabama,Dadeville,57732
36853,Alabama,Dadeville,74831
35406,Alabama,Tuscaloosa,126456
35475,Alabama,Northport,77645
35446,Alabama,Buhl,51913
35406,Alabama,Tuscaloosa,125421
35444,Alabama,Brookwood,54986
35453,Alabama,Cottondale,58765
35453,Alabama,Cottondale,48158
35235,Alabama,Birmingham,53410
35405,Alabama,Tuscaloosa,31061
35401,Alabama,Tuscaloosa,28049
35404,Alabama,Tuscaloosa,68542
35405,Alabama,Tuscaloosa,29516
35404,Alabama,Holt,44856
35503,Alabama,Jasper,69796
35504,Alabama,Jasper,48437
35578,Alabama,Nauvoo,32015
35579,Alabama,Oakman,49334
35550,Alabama,Cordova,51500
35020,Alabama,Bessemer,35707
35584,Alabama,Sipsey,45265
36548,Alabama,Leroy,45381
36726,Alabama,Camden,28710
36768,Alabama,Pine Apple,31636
36048,Alabama,Louisville,36939
35553,Alabama,Double Springs,39763
35565,Alabama,Haleyville,36736
35209,Alabama,Homewood,82907
35094,Alabama,Leeds,42947
35220,Alabama,Birmingham,72958
35071,Alabama,Gardendale,64478
35073,Alabama,Graysville,52012
35210,Alabama,Irondale,62219
35243,Alabama,Birmingham,140732
35228,Alabama,Midfield,30586
35022,Alabama,Bessemer,96563
35226,Alabama,Hoover,118301
35034,Alabama,Brent,50506
35630,Alabama,Florence,40060
35634,Alabama,Florence,59353
35673,Alabama,Trinity,50843
36830,Alabama,Auburn,40521
36025,Alabama,Elmore,75875
36801,Alabama,Opelika,30665
36804,Alabama,Opelika,55067
35611,Alabama,Athens,42963
36040,Alabama,Hayneville,26622
36083,Alabama,Tuskegee,36412
35810,Alabama,Huntsville,42294
35133,Alabama,Remlap,54667
35816,Alabama,Huntsville,36376
35801,Alabama,Huntsville,79587
35802,Alabama,Huntsville,94067
35811,Alabama,Huntsville,77787
35806,Alabama,Huntsville,116068
35758,Alabama,Madison,97765
36736,Alabama,Dixons Mills,45191
35594,Alabama,Winfield,56133
35976,Alabama,Guntersville,43988
36603,Alabama,Mobile,22203
36033,Alabama,Georgiana,52208
36603,Alabama,Mobile,55238
36605,Alabama,Mobile,46324
36607,Alabama,Mobile,28217
36608,Alabama,Mobile,101118
36608,Alabama,Mobile,0
36693,Alabama,Mobile,71008
36611,Alabama,Chickasaw,26337
36575,Alabama,Semmes,48430
36695,Alabama,Mobile,75214
36619,Alabama,Mobile,43982
36207,Alabama,Anniston,59980
36610,Alabama,Prichard,25820
36480,Alabama,Uriah,44326
36108,Alabama,Montgomery,31018
36111,Alabama,Montgomery,54451
36108,Alabama,Montgomery,33100
36117,Alabama,Montgomery,46649
36109,Alabama,Montgmomery,30257
36069,Alabama,Ramer,46816
35601,Alabama,Decatur,23165
35603,Alabama,Decatur,74890
36265,Alabama,Jacksonville,54250
35621,Alabama,Eva,54365
35442,Alabama,Aliceville,34635
36280,Alabama,Woodland,47083
36869,Alabama,Phenix City,39045
99554,Alaska,Alakanuk,40008
99744,Alaska,Anderson,93374
99723,Alaska,Barrow,94285
99727,Alaska,Buckland,63175
99563,Alaska,Chevak,51011
99557,Alaska,Chuathbaluk,48313
99573,Alaska,Copper Center,57085
99576,Alaska,Dillingham,79728
99702,Alaska,Eielson Afb,68267
99583,Alaska,False Pass,71796
99603,Alaska,Homer,76885
99709,Alaska,Fairbanks,97802
99743,Alaska,Healy,95667
99745,Alaska,Hughes,47031
99747,Alaska,Kaktovik,62545
99749,Alaska,Kiana,58463
99615,Alaska,Kodiak,74363
99621,Alaska,Kwethluk,55482
99901,Alaska,Ketchikan,0
99630,Alaska,Mekoryuk,43471
99827,Alaska,Haines,101864
99720,Alaska,Allakaket,33847
99761,Alaska,Noatak,65682
99666,Alaska,Sheldon Point,58004
99833,Alaska,Petersburg,79191
99501,Alaska,Anchorage,77110
99950,Alaska,Port Protection,39794
99591,Alaska,St. George,67102
99770,Alaska,Selawik,55786
99840,Alaska,Skagway,81352
99774,Alaska,Stevens Village,20652
99777,Alaska,Tanana,51237
99588,Alaska,Glennallen,0
99684,Alaska,Unalakleet,73951
99737,Alaska,Delta Junction,242857
99901,Alaska,Ketchikan,97685
99579,Alaska,Egegik,62733
99687,Alaska,Wasilla,84692
99654,Alaska,Wasilla,95014
99749,Alaska,Kiana,58546
99780,Alaska,Tok,54967
99675,Alaska,Takotna,53751
99508,Alaska,Anchorage,64869
99567,Alaska,Chugiak,133300
99577,Alaska,Eagle River,109312
99501,Alaska,Anchorage,46024
99504,Alaska,Anchorage,62940
99504,Alaska,Anchorage,77951
99508,Alaska,Anchorage,77947
99501,Alaska,Anchorage,62693
99517,Alaska,Anchorage,128395
99508,Alaska,Anchorage,117755
99508,Alaska,Anchorage,83006
99508,Alaska,Anchorage,92042
99504,Alaska,Anchorage,97885
99507,Alaska,Anchorage,89946
99503,Alaska,Anchorage,71733
99517,Alaska,Anchorage,58345
99502,Alaska,Anchorage,115266
99502,Alaska,Anchorage,95568
99518,Alaska,Anchorage,86400
99507,Alaska,Anchorage,81726
99515,Alaska,Anchorage,92426
99507,Alaska,Anchorage,82394
99517,Alaska,Anchorage,70573
99516,Alaska,Anchorage,144635
99587,Alaska,Girdwood,94928
99559,Alaska,Bethel,90822
99576,Alaska,Dillingham,92923
99701,Alaska,Fairbanks,69802
99709,Alaska,Fairbanks,61158
99701,Alaska,Fairbanks,96348
99709,Alaska,Fairbanks,84823
99705,Alaska,North Pole,98668
99701,Alaska,Fairbanks,72074
99507,Alaska,Anchorage,97038
99829,Alaska,Hoonah,65020
99801,Alaska,Juneau,92293
99801,Alaska,Juneau,81155
99631,Alaska,Moose Pass,89805
99611,Alaska,Kenai,66103
99556,Alaska,Nikolaevsk,56071
99603,Alaska,Fritz Creek,82980
99901,Alaska,Ketchikan,75033
99624,Alaska,Larsen Bay,84545
99658,Alaska,Saint Mary's,49429
99516,Alaska,Anchorage,159063
99645,Alaska,Palmer,89437
99687,Alaska,Wasilla,81463
99645,Alaska,Wasilla,78371
99654,Alaska,Wasilla,93393
99645,Alaska,Palmer,96211
99762,Alaska,Nome,96042
99749,Alaska,Kiana,57070
99833,Alaska,Petersburg,77876
99926,Alaska,Metlakatla,69964
99835,Alaska,Sitka,80041
99701,Alaska,Fairbanks,57814
99573,Alaska,Copper Center,50328
99677,Alaska,Tatitlek,98618
99746,Alaska,Huslia,40950
99577,Alaska,Eagle River,100792
99701,Alaska,Fairbanks,99901
99829,Alaska,Hoonah,67572
99672,Alaska,Sterling,81749
85634,Arizona,Sells,58579
85131,Arizona,Eloy,51765
86432,Arizona,Littlefield,56286
85605,Arizona,Bowie,35045
86045,Arizona,Tuba City,41489
85739,Arizona,Tucson,61934
86503,Arizona,Chinle,27046
86401,Arizona,Kingman,104815
85501,Arizona,Globe,112500
85501,Arizona,Globe,172052
85364,Arizona,Yuma,41087
85501,Arizona,Globe,98549
86042,Arizona,Polacca,39442
86001,Arizona,Flagstaff,122937
85295,Arizona,Gilbert,94418
86441,Arizona,Dolan Springs,0
85292,Arizona,Winkelman,39634
86025,Arizona,Holbrook,34976
86033,Arizona,Kayenta,40895
86039,Arizona,Kykotsmovi,38972
86432,Arizona,Littlefield,74202
85634,Arizona,Sells,25541
86441,Arizona,Dolan Springs,30685
86440,Arizona,Mohave Valley,49684
85282,Arizona,Temp,41648
85541,Arizona,Payson,53625
85547,Arizona,Payson,52431
85543,Arizona,Pima,55575
85608,Arizona,Douglas,23530
85350,Arizona,Somerton,25662
85553,Arizona,Tonto Basin,39704
85614,Arizona,Green Valley,77054
85631,Arizona,San Manuel,51403
86043,Arizona,Second Mesa,38280
85635,Arizona,Sierra Vista,69646
85925,Arizona,Eagar,45103
85374,Arizona,Surprise,55736
85347,Arizona,Roll,48130
86047,Arizona,Winslow,30660
85273,Arizona,Superior,72207
86040,Arizona,Page,54968
86326,Arizona,Cottonwood,56440
85356,Arizona,Wellton,38080
85321,Arizona,Ajo,56385
86440,Arizona,Mohave Valley,39957
85362,Arizona,Yarnell,36012
85298,Arizona,Gilbert,119002
85242,Arizona,Queen Creek,130704
85268,Arizona,Fountain Hills,50747
85540,Arizona,Morenci,76501
86441,Arizona,Dolan Springs,29436
86442,Arizona,Bullhead City,40865
86439,Arizona,Bullhead City,55714
86406,Arizona,Lake Havasu City,60355
86510,Arizona,Pinon,30932
86054,Arizona,Shonto,40332
85929,Arizona,Lakeside,66618
85901,Arizona,Show Low,46321
85701,Arizona,Tucson,50620
85716,Arizona,Tucson,42399
85334,Arizona,Ehrenberg,0
85713,Arizona,Tucson,36960
85716,Arizona,Tucson,29100
85716,Arizona,Tucson,31743
85711,Arizona,Tucson,41993
85706,Arizona,Tucson,42669
85715,Arizona,Tucson,65342
85748,Arizona,Tucson,83575
85710,Arizona,Tucson,111983
85641,Arizona,Vail,85403
85641,Arizona,Corona,71769
85373,Arizona,Sun City,52042
85622,Arizona,Green Valley,81394
85614,Arizona,Green Valley,42482
85629,Arizona,Sahuarita,85037
85745,Arizona,Tucson,78314
85743,Arizona,Tucson,69154
85705,Arizona,Tucson,31177
85704,Arizona,Tucson,61881
85936,Arizona,St Johns,47256
85704,Arizona,Tucson,88549
85755,Arizona,Tucson,117775
85718,Arizona,Tucson,103565
85387,Arizona,Surprise,77691
85750,Arizona,Tucson,102169
85701,Arizona,Tucson,38145
85132,Arizona,Florence,61313
85220,Arizona,Apache Junction,38860
85623,Arizona,Oracle,80766
85222,Arizona,Casa Grande,55664
85222,Arizona,Casa Grande,70255
85204,Arizona,Mesa,79505
85241,Arizona,Picacho,54716
85621,Arizona,Nogales,59894
85322,Arizona,Buckeye,84867
86305,Arizona,Prescott,65618
86312,Arizona,Prescott Valley,42560
86321,Arizona,Bagdad,86089
86351,Arizona,Sedona,75600
85364,Arizona,Yuma,36499
85364,Arizona,Yuma,55147
85366,Arizona,Yuma,50898
85364,Arizona,Yuma,64052
85349,Arizona,San Luis,39969
85333,Arizona,Dateland,0
85335,Arizona,El Mirage,61099
86504,Arizona,Fort Defiance,32392
86503,Arizona,Chinle,46921
86505,Arizona,Ganado,26791
86504,Arizona,Ft. Defiance,47873
85925,Arizona,Eagar,53868
85605,Arizona,Bowie,44590
85602,Arizona,Benson,48145
85627,Arizona,Pomerene,54157
85712,Arizona,Tucson,23169
85607,Arizona,Douglas,32972
85340,Arizona,Litchfield Park,74173
85615,Arizona,Hereford,49029
85670,Arizona,Ft Huachuca,0
85635,Arizona,Sierra Vista,53945
85635,Arizona,Sierra Vista,63928
85650,Arizona,Sierra Vista,134124
85615,Arizona,Hereford,59741
86004,Arizona,Flagstaff,92626
86004,Arizona,Flagstaff,142894
86040,Arizona,Page,85839
86001,Arizona,Flagstaff,29332
85338,Arizona,Goodyear,57663
86047,Arizona,Winslow,74749
86040,Arizona,Page,59056
86001,Arizona,Flagstaff,64934
86053,Arizona,Kaibeto,68234
86045,Arizona,Tuba City,49567
85544,Arizona,Pine,64766
85541,Arizona,Payson,43664
85539,Arizona,Miami,45393
85501,Arizona,Globe,70289
85550,Arizona,San Carlos,51691
85379,Arizona,Surprise,86779
85552,Arizona,Thatcher,64852
85546,Arizona,Safford,52828
85009,Arizona,Phoenix,68506
85552,Arizona,Thatcher,33315
85334,Arizona,Ehrenberg,38049
85344,Arizona,Parker,27839
85327,Arizona,Cave Creek,76076
85378,Arizona,Surprise,47361
85374,Arizona,Surprise,66648
85342,Arizona,Morristown,67211
85379,Arizona,Surprise,89512
85387,Arizona,Surprise,55960
85388,Arizona,Surprise,100613
85374,Arizona,Surprise,61390
85374,Arizona,Surprise,51719
85322,Arizona,Buckeye,78570
85326,Arizona,Buckeye,64123
85326,Arizona,Buckeye,69209
85378,Arizona,Surprise,35059
85335,Arizona,El Mirage,62587
85018,Arizona,Phoenix,70546
85382,Arizona,Peoria,45443
85340,Arizona,Litchfield Park,75997
85340,Arizona,Litchfield Park,74862
85338,Arizona,Goodyear,57318
85308,Arizona,Glendale,68634
85374,Arizona,Surprise,52098
85379,Arizona,Surprise,68223
85374,Arizona,Surprise,74805
85379,Arizona,Surprise,94206
85335,Arizona,El Mirage,53722
85031,Arizona,Glendale,34126
85381,Arizona,Peoria,41322
85323,Arizona,Avondale,36663
85363,Arizona,Youngtown,46831
85382,Arizona,Peoria,49033
85306,Arizona,Glendale,78406
85382,Arizona,Peoria,97948
85335,Arizona,El Mirage,41673
60048,Arizona,Phoenix,49075
85345,Arizona,Peoria,62982
60048,Arizona,Phoenix,45412
85345,Arizona,Peoria,59615
85345,Arizona,Peoria,50209
85037,Arizona,Phoenix,58722
85037,Arizona,Phoenix,47200
85323,Arizona,Avondale,78317
85286,Arizona,Chandler,69214
85353,Arizona,Tolleson,62737
85323,Arizona,Avondale,45979
85302,Arizona,Glendale,57211
85627,Arizona,Pomerene,59980
85302,Arizona,Glendale,43142
85302,Arizona,Glendale,42951
85301,Arizona,Glendale,31282
85037,Arizona,Phoenix,41141
85345,Arizona,Peoria,48369
85303,Arizona,Glendale,30984
85307,Arizona,Glendale,57968
85345,Arizona,Peoria,52266
85301,Arizona,Glendale,32028
85301,Arizona,Glendale,42559
85301,Arizona,Glendale,47013
85032,Arizona,Phoenix,103743
85032,Arizona,Phoenix,48340
85254,Arizona,Scottsdale,100189
85323,Arizona,Avondale,62606
85032,Arizona,Phoenix,127872
85032,Arizona,Phoenix,53206
