zip_code,State_Name,city,avarege_income
94110,California,San Francisco,121282
94124,California,San Francisco,59118
94530,California,El Cerrito,118857
94134,California,San Francisco,87493
94112,California,San Francisco,88783
94122,California,San Francisco,105049
94112,California,San Francisco,126130
94116,California,San Francisco,102538
94122,California,San Francisco,89750
94118,California,San Francisco,94357
94132,California,San Francisco,64846
94924,California,Bolinas,0
95203,California,Stockton,34323
95331,California,Crescent City,58992
94606,California,Oakland,47738
95206,California,Stockton,40554
95213,California,Stockton,42909
95209,California,Stockton,67064
95210,California,Stockton,52129
95212,California,Stockton,79050
95240,California,Lodi,80269
95242,California,Lodi,80093
95237,California,Lockeford,89853
95336,California,Manteca,44828
96150,California,South Lake Tahoe,98998
95336,California,Manteca,78020
95377,California,Tracy,108357
95376,California,Tracy,63617
93447,California,Paso Robles,68206
93402,California,Los Osos,59734
93405,California,San Luis Obispo,83693
93420,California,Arroyo Grande,73806
93422,California,Atascadero,88959
94014,California,Daly City,103089
94015,California,Colma,93432
95762,California,El Dorado Hills,143603
94080,California,South San Francisco,107337
94044,California,Pacifica,101572
94066,California,San Bruno,103371
94030,California,Millbrae,105316
94402,California,San Mateo,161610
94402,California,San Mateo,135618
94401,California,San Mateo,101940
94404,California,Foster City,143074
94070,California,San Carlos,117852
94063,California,Redwood City,160890
95667,California,Placerville,65185
94063,California,Redwood City,65901
94027,California,Atherton,180590
94025,California,Menlo Park,175945
94019,California,Half Moon Bay,120470
93101,California,Santa Barbara,73453
93101,California,Santa Barbara,57247
93013,California,Carpinteria,112760
93454,California,Santa Maria,108512
93454,California,Santa Maria,47383
93458,California,Santa Maria,62916
95682,California,Shingle Springs,82758
93438,California,Lompoc,58002
94602,California,Oakland,58202
93117,California,Goleta,100858
93110,California,Santa Barbara,96671
95126,California,San Jose,134355
95116,California,San Jose,56359
95128,California,San Jose,109641
95124,California,San Jose,91100
95118,California,San Jose,94088
95110,California,San Jose,64255
95111,California,San Jose,90562
93706,California,Fresno,37069
95122,California,San Jose,74398
95121,California,San Jose,92999
95127,California,San Jose,56958
95116,California,San Jose,63903
95133,California,San Jose,81881
95132,California,San Jose,125410
95131,California,San Jose,121668
95035,California,Milpitas,91931
95002,California,Alviso,87293
95051,California,Santa Clara,138724
93706,California,Fresno,35948
95051,California,Santa Clara,103461
95051,California,Santa Clara,118761
95008,California,Campbell,96796
95008,California,Campbell,104398
95008,California,Campbell,140802
95014,California,Cupertino,163349
95014,California,Cupertino,125409
94087,California,Sunnyvale,108533
94086,California,Sunnyvale,111612
94043,California,Mountain View,104554
93727,California,Fresno,54588
94040,California,Mountain View,106609
94024,California,Los Altos,175216
94303,California,Palo Alto,154511
94024,California,Los Altos,172474
95120,California,San Jose,158608
95136,California,San Jose,106315
95119,California,San Jose,118731
95123,California,San Jose,110360
95037,California,Morgan Hill,73649
95020,California,Gilroy,84892
93728,California,Fresno,45479
95060,California,Santa Cruz,99343
95076,California,Watsonville,57640
95005,California,Ben Lomond,77476
95065,California,Santa Cruz,92520
95003,California,Aptos,83513
95061,California,Santa Cruz,0
96003,California,Redding,53556
96001,California,Redding,76316
96003,California,Redding,49342
96007,California,Anderson,55875
93702,California,Fresno,30892
96134,California,Tulelake,49345
96094,California,Edgewood,53028
94591,California,Vallejo,56632
94590,California,Vallejo,48495
94589,California,Vallejo,83412
94510,California,Benicia,101635
94533,California,Fairfield,77738
94533,California,Fairfield,50885
94533,California,Fairfield,67256
95687,California,Vacaville,92466
93727,California,Fresno,52124
95688,California,Vacaville,76950
94558,California,Napa,113584
94954,California,Petaluma,86512
94952,California,Petaluma,75816
94928,California,Rohnert Park,94818
95452,California,Kenwood,72844
95404,California,Santa Rosa,98603
95403,California,Santa Rosa,80207
95407,California,Santa Rosa,46072
95446,California,Guerneville,61728
93723,California,Fresno,72288
95448,California,Healdsburg,71596
95361,California,Valley Home,88379
95355,California,Modesto,69531
95350,California,Modesto,67430
95355,California,Modesto,45100
95351,California,Modesto,42592
95354,California,Modesto,34547
95307,California,Ceres,64801
95307,California,Ceres,78738
95382,California,Turlock,66068
93723,California,Fresno,62851
95380,California,Turlock,83470
95991,California,Yuba City,75337
95953,California,Live Oak,65852
96080,California,Red Bluff,52801
95526,California,Bridgeville,39383
93670,California,Yettem,40535
93291,California,Visalia,31485
93292,California,Visalia,67881
93279,California,Visalia,57273
93247,California,Lindsay,45603
93722,California,Fresno,88527
93272,California,Tipton,39623
93257,California,Porterville,45785
95370,California,Sonora,45465
93023,California,Ojai,59820
93060,California,Santa Paula,84640
93060,California,Santa Paula,71362
93003,California,Ventura,56072
93001,California,Ventura,95376
93036,California,Oxnard,98368
93030,California,Oxnard,61743
93710,California,Fresno,43997
93033,California,Oxnard,53308
94601,California,Oakland,51095
93036,California,Oxnard,46613
93021,California,Moorpark,164301
91320,California,Newbury Park,134219
91381,California,Stevenson Ranch,111834
91360,California,Thousand Oaks,69625
93065,California,Simi Valley,131919
93021,California,Moorpark,143268
93065,California,Simi Valley,135897
93063,California,Simi Valley,69033
93704,California,Fresno,40834
93041,California,Port Hueneme,73367
95691,California,West Sacramento,93840
95616,California,Davis,96931
95695,California,Woodland,58942
95776,California,Woodland,95498
95961,California,Olivehurst,35569
94618,California,Oakland,156951
94609,California,Oakland,83433
94606,California,Oakland,66287
94609,California,Oakland,69759
93726,California,Fresno,44736
94608,California,Oakland,35274
94607,California,Oakland,56132
94607,California,Oakland,57343
94607,California,Oakland,92219
94612,California,Oakland,86529
94611,California,Piedmont,85180
94618,California,Oakland,169498
94611,California,Oakland,147429
94602,California,Oakland,87188
94610,California,Oakland,173677
93720,California,Fresno,108242
94606,California,Oakland,39304
94610,California,Oakland,63623
94606,California,Oakland,32640
94601,California,Oakland,94332
94601,California,Oakland,69218
94602,California,Oakland,51507
94619,California,Oakland,142270
94619,California,Oakland,47728
94601,California,Oakland,41068
94601,California,Oakland,101154
93730,California,Fresno,124974
94619,California,Oakland,94924
94605,California,Oakland,97430
94606,California,Oakland,27565
94605,California,Oakland,42561
94606,California,Oakland,35936
94603,California,Oakland,53079
94621,California,Oakland,45328
94605,California,Oakland,97577
94603,California,Oakland,66280
94606,California,Oakland,62631
93612,California,Clovis,40888
94706,California,Albany,98633
94707,California,Berkeley,163324
94708,California,Berkeley,144168
94703,California,Berkeley,133532
94702,California,Berkeley,71614
94709,California,Berkeley,56150
94606,California,Oakland,97339
94703,California,Berkeley,68802
94705,California,Berkeley,87835
94703,California,Berkeley,91416
93611,California,Clovis,101056
94608,California,Emeryville,61154
94611,California,Piedmont,174958
94501,California,Alameda,120874
94501,California,Alameda,73300
94501,California,Alameda,126167
94501,California,Alameda,81068
94502,California,Alameda,99109
94501,California,Alameda,75047
94583,California,San Ramon,120487
94546,California,Castro Valley,116915
93654,California,Reedley,75277
94546,California,Castro Valley,104118
94546,California,Castro Valley,56554
94579,California,San Leandro,80223
94603,California,Oakland,83717
94578,California,San Leandro,145285
94579,California,San Leandro,47897
94579,California,San Leandro,68735
94579,California,San Lorenzo,87549
94580,California,San Lorenzo,53424
94580,California,San Lorenzo,57230
93654,California,Reedley,68649
94540,California,Hayward,94265
94541,California,Hayward,56184
94580,California,San Lorenzo,82519
94580,California,San Lorenzo,90146
94540,California,Hayward,122333
94541,California,Hayward,72085
94541,California,Hayward,85474
94545,California,Hayward,86101
94544,California,Hayward,51888
94544,California,Hayward,67315
93242,California,Laton,50949
94544,California,Hayward,70339
94545,California,Hayward,80809
94587,California,Union City,85430
94587,California,Union City,101306
94587,California,Union City,157794
94536,California,Fremont,97568
94536,California,Fremont,115165
94538,California,Fremont,143340
94555,California,Fremont,121410
94536,California,Fremont,92335
93660,California,San Joaquin,36488
94538,California,Fremont,109045
94606,California,Oakland,48065
94538,California,Fremont,80054
94539,California,Fremont,126224
94538,California,Fremont,114435
94536,California,Fremont,119414
94538,California,Fremont,99045
94539,California,Fremont,124963
94539,California,Fremont,145676
94560,California,Newark,58205
94560,California,Newark,103632
95988,California,Willows,59532
94568,California,Dublin,106850
94608,California,Oakland,76368
94588,California,Pleasanton,151325
94566,California,Pleasanton,156154
94566,California,Pleasanton,97492
94550,California,Livermore,133945
94568,California,Dublin,102065
94551,California,Livermore,103373
94551,California,Livermore,148537
94550,California,Livermore,82775
94551,California,Livermore,76132
95501,California,Eureka,68706
94550,California,Livermore,114799
95642,California,Jackson,61245
95642,California,Jackson,89545
95642,California,Jackson,85968
95926,California,Chico,64844
95927,California,Chico,50847
95926,California,Chico,90589
95926,California,Chico,70514
95926,California,Chico,50672
95928,California,Chico,102455
95519,California,Mckinleyville,55130
95928,California,Chico,62464
95965,California,Oroville,39079
95973,California,Chico,125693
95954,California,Magalia,48158
95969,California,Paradise,80503
95969,California,Paradise,63081
95965,California,Oroville,68597
95916,California,Berry Creek,52817
95966,California,Oroville,58728
95965,California,Oroville,27794
95560,California,Redway,50177
95966,California,Oroville,29168
95968,California,Palermo,44454
95948,California,Gridley,68551
95965,California,Oroville,42456
95252,California,Valley Springs,93225
95248,California,Rail Road Flat,46631
95224,California,Avery,124426
95987,California,Williams,110458
95970,California,Princeton,64022
94561,California,Oakley,90127
92227,California,Brawley,74920
94513,California,Brentwood,118818
94513,California,Brentwood,96391
94514,California,Byron,86367
94509,California,Antioch,69607
94509,California,Antioch,60644
94509,California,Antioch,23818
94509,California,Antioch,64756
94565,California,Pittsburg,51605
94565,California,Pittsburg,90165
94565,California,Pittsburg,67842
92243,California,El Centro,36821
94565,California,Bay Point,41914
94553,California,Martinez,71771
94553,California,Martinez,62040
94553,California,Martinez,133354
94523,California,Pleasant Hill,77843
94523,California,Pleasant Hill,73662
94523,California,Pleasant Hill,118335
94520,California,Concord,81159
94519,California,Concord,68231
94519,California,Concord,55550
92231,California,Calexico,41152
94521,California,Concord,89292
94521,California,Concord,145708
94520,California,Concord,59001
94520,California,Concord,33876
94518,California,Concord,173040
94519,California,Concord,91817
94597,California,Walnut Creek,128326
94597,California,Walnut Creek,65313
94597,California,Walnut Creek,136795
94598,California,Walnut Creek,118500
92384,California,Shoshone,48274
94583,California,San Ramon,95013
94583,California,San Ramon,124781
94526,California,Danville,165658
94526,California,Danville,93531
94526,California,Danville,145390
94549,California,Lafayette,176992
94556,California,Moraga,171929
94549,California,Lafayette,176685
94563,California,Orinda,156650
94563,California,Orinda,182528
93308,California,Bakersfield,82960
94509,California,Antioch,88677
94506,California,Danville,158484
94521,California,Concord,150644
94517,California,Clayton,103133
94563,California,Orinda,106534
94572,California,Rodeo,63297
94547,California,Hercules,84890
94547,California,Hercules,120928
94530,California,El Cerrito,76130
94806,California,San Pablo,54574
93306,California,Bakersfield,72991
94806,California,San Pablo,55279
94621,California,Oakland,55997
94806,California,San Pablo,59495
94806,California,San Pablo,36824
94805,California,Richmond,84713
94804,California,Richmond,63620
94804,California,Richmond,54170
94801,California,Richmond,93809
94804,California,Richmond,71147
94530,California,El Cerrito,101488
94804,California,Richmond,61459
93305,California,Bakersfield,30390
94530,California,El Cerrito,67608
80302,Colorado,Gold Hill,149502
80547,Colorado,Timnath,98874
81657,Colorado,Vail,86272
81090,Colorado,Walsh,47555
80021,Colorado,Westminster,85644
81632,Colorado,Edwards,0
80440,Colorado,Fairplay,49817
80005,Colorado,Arvada,83127
80455,Colorado,Jamestown,129356
80805,Colorado,Bethune,43753
81022,Colorado,Avondale,33480
81212,Colorado,Canon City,60240
81623,Colorado,Carbondale,74969
81125,Colorado,Center,10946
81130,Colorado,Creede,44307
81019,Colorado,Colorado City,67766
81223,Colorado,Cotopaxi,37500
80127,Colorado,Littleton,94774
81323,Colorado,Dolores,50063
80759,Colorado,Yuma,57309
80444,Colorado,Georgetown,58245
80504,Colorado,Firestone,91927
80701,Colorado,Fort Morgan,53923
81632,Colorado,Edwards,0
80921,Colorado,Colorado Springs,113743
80634,Colorado,Greeley,60804
81057,Colorado,Mc Clave,47822
80222,Colorado,Denver,117162
80454,Colorado,Indian Hills,69800
80537,Colorado,Loveland,114030
80825,Colorado,Kit Carson,47895
80226,Colorado,Lakewood,70376
81321,Colorado,Cortez,63030
80701,Colorado,Fort Morgan,43052
81645,Colorado,Minturn,128472
80122,Colorado,Englewood,90612
80701,Colorado,Fort Morgan,98156
80503,Colorado,Niwot,115029
80467,Colorado,Oak Creek,50507
80744,Colorado,Ovid,40647
80459,Colorado,Kremmling,50812
81230,Colorado,Gunnison,66372
80742,Colorado,New Raymer,56190
81226,Colorado,Florence,43093
81201,Colorado,Salida,55052
80834,Colorado,Seibert,36255
80498,Colorado,Silverthorne,89735
80487,Colorado,Steamboat Springs,75766
80102,Colorado,Bennett,76902
81101,Colorado,Alamosa,52195
81501,Colorado,Grand Junction,43707
81504,Colorado,Grand Junction,53352
81504,Colorado,Grand Junction,99328
81625,Colorado,Craig,54842
81424,Colorado,Nucla,54152
80653,Colorado,Weldona,78180
81067,Colorado,Rocky Ford,56690
80820,Colorado,Guffey,53579
81047,Colorado,Holly,48662
81001,Colorado,Pueblo,19788
80123,Colorado,Littleton,97544
81004,Colorado,Pueblo,44017
81005,Colorado,Pueblo,43840
81007,Colorado,Pueblo West,62241
81006,Colorado,Pueblo,65925
81132,Colorado,Del Norte,35858
81149,Colorado,Saguache,44309
80443,Colorado,Frisco,76103
80720,Colorado,Akron,54593
80631,Colorado,Greeley,47427
80634,Colorado,Greeley,49110
80124,Colorado,Highlands Ranch,152515
80634,Colorado,Greeley,90188
80651,Colorado,Platteville,73924
80516,Colorado,Erie,114046
80504,Colorado,Frederick,93794
80550,Colorado,Windsor,82038
80010,Colorado,Aurora,36004
80010,Colorado,Aurora,40635
80011,Colorado,Aurora,48432
80102,Colorado,Bennett,95902
80233,Colorado,Northglenn,40161
80113,Colorado,Englewood,46845
80233,Colorado,Thornton,90069
80241,Colorado,Thornton,122174
80233,Colorado,Northglenn,70218
80602,Colorado,Thornton,106517
80241,Colorado,Thornton,103670
80605,Colorado,Brighton,89675
80601,Colorado,Brighton,51962
80022,Colorado,Commerce City,54084
80022,Colorado,Commerce City,58394
80229,Colorado,Thornton,86664
80120,Colorado,Littleton,72508
80229,Colorado,Thornton,54398
80229,Colorado,Thornton,72584
80221,Colorado,Denver,57126
80260,Colorado,Thornton,57419
80031,Colorado,Westminster,40906
80234,Colorado,Northglenn,49409
80030,Colorado,Westminster,69880
80030,Colorado,Westminster,94217
80229,Colorado,Denver,54815
80030,Colorado,Westminster,49056
80111,Colorado,Centennial,75889
80229,Colorado,Denver,43082
81146,Colorado,Mosca,46783
81101,Colorado,Alamosa,32091
80236,Colorado,Denver,48856
80121,Colorado,Littleton,65596
80123,Colorado,Littleton,137009
80122,Colorado,Centennial,68339
80122,Colorado,Centennial,103932
80120,Colorado,Littleton,93956
80113,Colorado,Englewood,93141
80018,Colorado,Aurora,94557
80110,Colorado,Englewood,61849
80113,Colorado,Englewood,56748
80120,Colorado,Littleton,62895
80110,Colorado,Cherry Hills Village,167533
80112,Colorado,Centennial,135146
80111,Colorado,Centennial,120637
80111,Colorado,Greenwood Village,61549
80111,Colorado,Greenwood Village,132419
80018,Colorado,Aurora,96793
80010,Colorado,Aurora,23255
80011,Colorado,Aurora,44714
80010,Colorado,Aurora,54967
80011,Colorado,Aurora,71252
80222,Colorado,Denver,111064
80014,Colorado,Aurora,77044
80012,Colorado,Aurora,51612
80011,Colorado,Aurora,48191
80012,Colorado,Aurora,51217
80013,Colorado,Aurora,69642
80011,Colorado,Aurora,25866
80017,Colorado,Aurora,55478
80012,Colorado,Aurora,65948
80017,Colorado,Aurora,57261
80013,Colorado,Aurora,71344
80013,Colorado,Aurora,125734
80013,Colorado,Aurora,39526
80015,Colorado,Aurora,70671
80015,Colorado,Aurora,49650
80015,Colorado,Aurora,60794
80116,Colorado,Aurora,132922
80015,Colorado,Centennial,101384
80015,Colorado,Centennial,125351
80014,Colorado,Aurora,47128
80015,Colorado,Centennial,98147
80016,Colorado,Aurora,83118
80231,Colorado,Denver,60245
80236,Colorado,Denver,137894
81147,Colorado,Pagosa Springs,69136
81054,Colorado,Las Animas,38049
80304,Colorado,Boulder,119826
80302,Colorado,Boulder,65132
80303,Colorado,Boulder,74534
80303,Colorado,Boulder,80108
80233,Colorado,Northglenn,76073
80013,Colorado,Aurora,78940
80305,Colorado,Boulder,86093
80303,Colorado,Boulder,17298
80301,Colorado,Boulder,143358
80301,Colorado,Boulder,164592
80516,Colorado,Erie,132777
80027,Colorado,Louisville,97424
80501,Colorado,Longmont,89326
80503,Colorado,Longmont,107202
80501,Colorado,Longmont,87736
80501,Colorado,Longmont,54309
80013,Colorado,Aurora,70492
80504,Colorado,Longmont,69954
80501,Colorado,Longmont,71558
80540,Colorado,Lyons,111546
80466,Colorado,Nederland,104254
80027,Colorado,Louisville,112812
80027,Colorado,Superior,164114
80020,Colorado,Broomfield,91972
80020,Colorado,Broomfield,97064
80020,Colorado,Broomfield,117580
80020,Colorado,Broomfield,131015
80013,Colorado,Aurora,63112
81201,Colorado,Salida,53897
81211,Colorado,Buena Vista,53587
80444,Colorado,Georgetown,73194
81152,Colorado,San Luis,33165
81428,Colorado,Paonia,62123
81428,Colorado,Paonia,46813
81413,Colorado,Cedaredge,47248
80205,Colorado,Denver,56376
80212,Colorado,Denver,73822
80211,Colorado,Denver,84756
80015,Colorado,Centennial,110439
80214,Colorado,Edgewater,103888
80204,Colorado,Denver,61961
80219,Colorado,Denver,49044
80204,Colorado,Denver,29597
80211,Colorado,Denver,22757
80223,Colorado,Denver,74861
80223,Colorado,Denver,61859
80205,Colorado,Denver,69935
80204,Colorado,Denver,27225
80205,Colorado,Denver,73286
80016,Colorado,Aurora,103268
80218,Colorado,Denver,37060
80218,Colorado,Denver,53098
80203,Colorado,Denver,60959
80210,Colorado,Denver,102762
80210,Colorado,Denver,31732
80218,Colorado,Denver,89142
80206,Colorado,Denver,101056
80216,Colorado,Denver,44560
80205,Colorado,Denver,50001
80206,Colorado,Denver,86404
81147,Colorado,Pagosa Springs,59802
80210,Colorado,Denver,112230
80237,Colorado,Denver,100000
80207,Colorado,Denver,59447
80207,Colorado,Denver,84076
80220,Colorado,Denver,79993
80206,Colorado,Denver,40732
80220,Colorado,Denver,99153
80220,Colorado,Denver,55517
80232,Colorado,Lakewood,51950
80219,Colorado,Denver,24644
80304,Colorado,Boulder,90646
80219,Colorado,Denver,48842
80236,Colorado,Denver,80633
80222,Colorado,Denver,75292
80222,Colorado,Denver,57845
80237,Colorado,Denver,97262
80231,Colorado,Denver,92688
80231,Colorado,Denver,35512
80236,Colorado,Denver,63067
80231,Colorado,Denver,34129
80239,Colorado,Denver,50564
80305,Colorado,Boulder,82034
80239,Colorado,Denver,69751
80227,Colorado,Denver,102153
80123,Colorado,Denver,87994
80212,Colorado,Denver,88646
80219,Colorado,Denver,84101
80016,Colorado,Aurora,118737
80138,Colorado,Parker,58810
80138,Colorado,Parker,123966
80134,Colorado,Parker,134490
80134,Colorado,Parker,114087
80303,Colorado,Boulder,101981
80126,Colorado,Highlands Ranch,130682
80130,Colorado,Highlands Ranch,110561
80124,Colorado,Lone Tree,73149
80124,Colorado,Littleton,135145
80126,Colorado,Highlands Ranch,104332
80126,Colorado,Highlands Ranch,148740
80124,Colorado,Highlands Ranch,83755
80125,Colorado,Littleton,104201
80109,Colorado,Castle Rock,115707
80104,Colorado,Castle Rock,96326
80027,Colorado,Louisville,127342
80104,Colorado,Castle Rock,96293
81621,Colorado,Basalt,98517
81620,Colorado,Avon,104590
81657,Colorado,Vail,79987
80107,Colorado,Elizabeth,87982
80909,Colorado,Colorado Springs,72051
80907,Colorado,Colorado Springs,57896
80909,Colorado,Colorado Springs,77998
80907,Colorado,Colorado Springs,73284
80904,Colorado,Colorado Springs,42737
80601,Colorado,Brighton,86645
80501,Colorado,Longmont,97307
80903,Colorado,Colorado Springs,36222
80909,Colorado,Colorado Springs,47607
80903,Colorado,Colorado Springs,30682
80906,Colorado,Colorado Springs,57270
80906,Colorado,Colorado Springs,31144
80906,Colorado,Colorado Springs,138931
80906,Colorado,Colorado Springs,112298
80133,Colorado,Palmer Lake,105159
80919,Colorado,Colorado Springs,123691
80840,Colorado,Usaf Academy,77242
80504,Colorado,Longmont,46474
80920,Colorado,Colorado Springs,87183
80911,Colorado,Colorado Springs,46144
80902,Colorado,Colorado Springs,69749
80911,Colorado,Colorado Springs,62486
80817,Colorado,Fountain,68145
80864,Colorado,Yoder,64641
80918,Colorado,Colorado Springs,84436
80918,Colorado,Colorado Springs,82347
80915,Colorado,Colorado Springs,60589
80922,Colorado,Colorado Springs,90146
80026,Colorado,Lafayette,57170
80915,Colorado,Colorado Springs,62011
80910,Colorado,Colorado Springs,46711
80917,Colorado,Colorado Springs,77760
80917,Colorado,Colorado Springs,65555
80909,Colorado,Colorado Springs,83341
80916,Colorado,Colorado Springs,52385
80916,Colorado,Colorado Springs,71654
80920,Colorado,Colorado Springs,106967
80920,Colorado,Colorado Springs,122183
80132,Colorado,Monument,137560
80020,Colorado,Broomfield,81862
80908,Colorado,Colorado Springs,87497
80907,Colorado,Colorado Springs,51471
81212,Colorado,Canon City,42156
81212,Colorado,Canon City,47619
81212,Colorado,Canon City,44443
80483,Colorado,Yampa,101933
81623,Colorado,Carbondale,85709
81647,Colorado,New Castle,82743
81524,Colorado,Loma,77181
80446,Colorado,Granby,75751
80020,Colorado,Broomfield,0
81230,Colorado,Gunnison,64843
81224,Colorado,Crested Butte,64533
81089,Colorado,Walsenburg,33439
80403,Colorado,Golden,66188
80021,Colorado,Westminster,91938
80003,Colorado,Arvada,57036
80005,Colorado,Arvada,63363
80004,Colorado,Arvada,112562
80403,Colorado,Golden,127287
80439,Colorado,Evergreen,71634
80444,Colorado,Georgetown,68893
80401,Colorado,Golden,138093
80401,Colorado,Golden,57752
80005,Colorado,Arvada,104794
80004,Colorado,Arvada,79511
80003,Colorado,Arvada,55137
80004,Colorado,Arvada,76016
80004,Colorado,Arvada,55222
80033,Colorado,Wheat Ridge,58005
80033,Colorado,Wheat Ridge,52547
80033,Colorado,Wheat Ridge,51410
81428,Colorado,Paonia,53353
80401,Colorado,Golden,80353
80215,Colorado,Lakewood,46646
80214,Colorado,Edgewater,54149
80214,Colorado,Lakewood,36547
80226,Colorado,Lakewood,94607
80228,Colorado,Lakewood,52046
80228,Colorado,Lakewood,88080
80228,Colorado,Lakewood,49039
80227,Colorado,Lakewood,78604
80465,Colorado,Morrison,57771
80211,Colorado,Denver,68304
80232,Colorado,Lakewood,78110
80235,Colorado,Denver,61267
80127,Colorado,Littleton,115163
80439,Colorado,Evergreen,103865
80433,Colorado,Conifer,123998
80470,Colorado,Pine,101827
80127,Colorado,Littleton,79943
80127,Colorado,Littleton,89517
80123,Colorado,Littleton,73182
80128,Colorado,Littleton,89031
80204,Colorado,Denver,37773
80123,Colorado,Littleton,96223
80470,Colorado,Pine,117686
80215,Colorado,Lakewood,100870
80020,Colorado,Westminster,82500
80807,Colorado,Burlington,55927
80461,Colorado,Leadville,52147
81301,Colorado,Durango,75130
81301,Colorado,Durango,96099
81301,Colorado,Durango,61616
80521,Colorado,Fort Collins,81259
80216,Colorado,Denver,40225
80521,Colorado,Fort Collins,31636
80521,Colorado,Fort Collins,0
80525,Colorado,Fort Collins,94740
80525,Colorado,Fort Collins,42480
80524,Colorado,Fort Collins,124944
80526,Colorado,Fort Collins,59839
80526,Colorado,Fort Collins,70666
80535,Colorado,La Porte,58870
80524,Colorado,Fort Collins,77708
80525,Colorado,Fort Collins,92734
80601,Colorado,Brighton,59885
80205,Colorado,Denver,74152
80538,Colorado,Loveland,54121
80538,Colorado,Loveland,34662
80538,Colorado,Loveland,78558
80538,Colorado,Loveland,61211
80537,Colorado,Loveland,60191
80521,Colorado,Fort Collins,74554
80549,Colorado,Wellington,103671
80513,Colorado,Berthoud,90870
81020,Colorado,Aguilar,55886
81082,Colorado,Trinidad,42887
80209,Colorado,Denver,84194
80821,Colorado,Hugo,56797
80751,Colorado,Sterling,33541
81501,Colorado,Grand Junction,40707
81501,Colorado,Grand Junction,51768
81504,Colorado,Grand Junction,68247
81504,Colorado,Grand Junction,44974
81503,Colorado,Grand Junction,67768
81503,Colorado,Grand Junction,91765
81521,Colorado,Fruita,76130
81504,Colorado,Grand Junction,61403
80206,Colorado,Denver,150004
81504,Colorado,Grand Junction,76776
81625,Colorado,Craig,45761
81640,Colorado,Maybell,66886
81321,Colorado,Cortez,74509
81321,Colorado,Cortez,69611
81402,Colorado,Montrose,52367
81402,Colorado,Montrose,53091
81402,Colorado,Montrose,38708
80654,Colorado,Wiggins,55795
80701,Colorado,Fort Morgan,56684
80206,Colorado,Denver,82864
80723,Colorado,Brush,71530
81050,Colorado,La Junta,57527
81050,Colorado,La Junta,62304
80440,Colorado,Fairplay,58620
80734,Colorado,Holyoke,59178
81611,Colorado,Aspen,80365
81052,Colorado,Lamar,32516
81008,Colorado,Pueblo,81201
81003,Colorado,Pueblo,49319
81001,Colorado,Pueblo,60368
80207,Colorado,Denver,49137
81001,Colorado,Pueblo,33028
81004,Colorado,Pueblo,56723
81004,Colorado,Pueblo,31819
81004,Colorado,Pueblo,36013
81004,Colorado,Pueblo,33226
81005,Colorado,Pueblo,44175
81007,Colorado,Pueblo West,83205
81007,Colorado,Pueblo West,100775
81007,Colorado,Pueblo West,32141
81006,Colorado,Pueblo,70159
80220,Colorado,Denver,98184
81003,Colorado,Pueblo,17641
81648,Colorado,Rangely,84145
81132,Colorado,Del Norte,75058
80487,Colorado,Steamboat Springs,76165
81149,Colorado,Saguache,42508
81435,Colorado,Telluride,83514
81657,Colorado,Vail,94699
80424,Colorado,Breckenridge,82784
80866,Colorado,Woodland Park,72114
80813,Colorado,Cripple Creek,49194
80219,Colorado,Denver,50580
80631,Colorado,Greeley,20359
80631,Colorado,Greeley,63445
80631,Colorado,Greeley,36271
80631,Colorado,Greeley,28246
80620,Colorado,Evans,65532
80634,Colorado,Greeley,59850
80620,Colorado,Evans,61758
80634,Colorado,Greeley,90188
80615,Colorado,Eaton,78677
80651,Colorado,Platteville,79230
80150,Colorado,Englewood,81768
80621,Colorado,Fort Lupton,87675
80516,Colorado,Erie,126550
80530,Colorado,Frederick,113107
80504,Colorado,Firestone,105303
80534,Colorado,Johnstown,96140
80550,Colorado,Windsor,79358
80550,Colorado,Windsor,94544
80643,Colorado,Keenesburg,71092
80759,Colorado,Yuma,47638
80222,Colorado,Denver,45962
80239,Colorado,Denver,57909
80229,Colorado,Thornton,54702
80123,Colorado,Littleton,64937
80138,Colorado,Parker,65195
80134,Colorado,Parker,68504
80126,Colorado,Highlands Ranch,89473
80126,Colorado,Highlands Ranch,87822
80130,Colorado,Highlands Ranch,108251
80118,Colorado,Larkspur,121159
81645,Colorado,Minturn,62726
81620,Colorado,Avon,76696
80106,Colorado,Elbert,86095
80221,Colorado,Denver,63336
80909,Colorado,Colorado Springs,45653
80903,Colorado,Colorado Springs,43438
80906,Colorado,Colorado Springs,100979
80906,Colorado,Colorado Springs,74867
80840,Colorado,Usaf Academy,74345
80911,Colorado,Colorado Springs,65126
80817,Colorado,Fountain,75810
80918,Colorado,Colorado Springs,68116
80915,Colorado,Colorado Springs,60116
80917,Colorado,Colorado Springs,62850
80221,Colorado,Northglenn,54766
80916,Colorado,Colorado Springs,54758
80921,Colorado,Colorado Springs,113856
80907,Colorado,Colorado Springs,56511
81212,Colorado,Canon City,85081
81623,Colorado,Carbondale,83888
81230,Colorado,Gunnison,62860
80403,Colorado,Golden,102459
80003,Colorado,Arvada,70078
80403,Colorado,Golden,115054
80401,Colorado,Golden,64729
80030,Colorado,Westminster,125027
80004,Colorado,Arvada,85927
80033,Colorado,Wheat Ridge,74233
80215,Colorado,Lakewood,64194
80227,Colorado,Lakewood,84087
80228,Colorado,Lakewood,94891
